mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,0.491111111,-0.183333333,1,0,0,image_9,0,10,10,23,1,1255,A large bowl of food sitting on top of a kitchen counter.,M,0,6,MSR-VTT-videoTestVideo_video8191-shot4_0,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img16.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img19.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img21.jpg,Images/MSR-VTT-videoTestVideo_video8191-shot4_0/img23.jpg,1531,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.268888889,0.168888889,1,0,0,image_1,0,11,11,8,1,1598,a close up of a tray filled with carrots and apples.,M,1,5,MSR-VTT-videoTestVideo_video7267-shot1_1,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img32.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img48.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img52.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img56.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img60.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img64.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img80.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img87.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img90.jpg,Images/MSR-VTT-videoTestVideo_video7267-shot1_1/img104.jpg,950,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.268888889,0.141111111,1,0,0,image_1,0,12,12,62,1,4,A penguin holding a piece of paper with text on it. ,H,,1,open-images-2521_074d6af730ed17a6,Checks/check5/open-images-509_4d8bd994cb8c6eaeimg0.jpg,Checks/check5/open-images-2521_074d6af730ed17a6img1.jpg,Checks/check5/open-images-1365_a00a5fde334ae45aimg4.jpg,Checks/check5/open-images-1602_44092afdeab39e73img6.jpg,Checks/check5/open-images-1032_059f3cdfb85ee0ceimg3.jpg,Checks/check5/open-images-727_25b77fff36adba66img2.jpg,Checks/check5/open-images-2208_0fb92b9978d98575img2.jpg,Checks/check5/open-images-1305_05769e6abb16fdc8img9.jpg,Checks/check5/open-images-2676_052dbf7b4899430bimg1.jpg,Checks/check5/open-images-2569_1e81d79bb796a2dbimg7.jpg,,,1,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.263333333,0.166666667,1,0,0,image_1,0,13,13,12,1,1228,A man standing in a room with a hat on.,M,0,4,MSR-VTT-videoTestVideo_video8700-shot3_2,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img143.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img146.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img152.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img157.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img162.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img168.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img172.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img178.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img182.jpg,Images/MSR-VTT-videoTestVideo_video8700-shot3_2/img186.jpg,329,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.271111111,-0.135555556,1,0,0,image_6,0,14,14,11,1,513,A woman has both hands on her head.,H,0,3,video-storytelling-videocamping_1OzbiB1TIWI-shot7_0,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img0.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img2.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img9.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img15.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img20.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img22.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img23.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img28.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img35.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot7_0/img39.jpg,1748,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.487777778,0.117777778,1,0,0,image_0,0,15,15,56,1,1854,A group of horses standing on top of a fence.,M,0,4,MSR-VTT-videoTestVideo_video9973-shot1_1,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img80.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img111.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img114.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img127.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img142.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img148.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img161.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img168.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img185.jpg,Images/MSR-VTT-videoTestVideo_video9973-shot1_1/img188.jpg,709,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.278888889,-0.194444444,1,0,0,image_6,0,16,16,55,1,75,"The woman's face is popping up, it's blurry and her mouth is not showing yet.",H,1,2,MSR-VTT-videoTestVideo_video7803-shot2_0,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img29.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img46.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img48.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img50.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img69.jpg,Images/MSR-VTT-videoTestVideo_video7803-shot2_0/img72.jpg,7,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,0.483333333,-0.143333333,1,0,0,image_9,0,17,17,2,1,1683,A person cutting a pair of scissors with a pair of scissors.,M,0,0,YouCook-video0034-shot14_1,Images/YouCook-video0034-shot14_1/img121.jpg,Images/YouCook-video0034-shot14_1/img133.jpg,Images/YouCook-video0034-shot14_1/img152.jpg,Images/YouCook-video0034-shot14_1/img164.jpg,Images/YouCook-video0034-shot14_1/img178.jpg,Images/YouCook-video0034-shot14_1/img188.jpg,Images/YouCook-video0034-shot14_1/img193.jpg,Images/YouCook-video0034-shot14_1/img196.jpg,Images/YouCook-video0034-shot14_1/img197.jpg,Images/YouCook-video0034-shot14_1/img202.jpg,1809,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.045555556,0.178888889,1,0,0,image_2,0,18,18,58,1,0,Pair of black gloves,H,,2,open-images-510_3a241cb30d6e5319,Checks/check1/open-images-225_1442c0d0ef23d58bimg3.jpg,Checks/check1/open-images-2759_3a42708fe77398b7img8.jpg,Checks/check1/open-images-510_3a241cb30d6e5319img2.jpg,Checks/check1/open-images-2209_02c98146fb93ff17img1.jpg,Checks/check1/open-images-1553_0f128317e56a9d2fimg9.jpg,Checks/check1/open-images-2666_044d7c6d11e6b493img8.jpg,Checks/check1/open-images-2880_159294646083f545img4.jpg,Checks/check1/open-images-609_2dc0baa993a2bd25img5.jpg,Checks/check1/open-images-1854_2b15616b4f1080e7img2.jpg,Checks/check1/open-images-1435_1b0ce31951048765img8.jpg,,,1,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,0.444444444,-0.113333333,1,0,0,image_9,0,19,19,13,1,692,All of the teapots on the shelves at the bottom are visible but just barely. You don't see any of the man's eyes. ,H,0,1,video-storytelling-videocamping_dBXYM3dQTSo-shot81_0,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img0.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img11.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img23.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img27.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img29.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img32.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img35.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img38.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img50.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot81_0/img57.jpg,204,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.037777778,0.147777778,1,0,0,image_2,0,20,20,47,1,1070,a close up of a person cutting a piece of meat.,M,0,2,video-storytelling-videocamping_EytINruY3-U-shot37_1,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img322.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img326.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img333.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img342.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img364.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img407.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img431.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img434.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img443.jpg,Images/video-storytelling-videocamping_EytINruY3-U-shot37_1/img448.jpg,72,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.01,0.138888889,1,0,0,image_2,0,21,21,41,1,1715,A blurry image of a red and black couch.,M,0,2,MSR-VTT-videoTestVideo_video9363-shot2_0,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img9.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img22.jpg,Images/MSR-VTT-videoTestVideo_video9363-shot2_0/img26.jpg,1960,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.221111111,0.095555556,1,0,0,image_1,0,22,22,30,1,2055,A man standing next to a refrigerator in a kitchen.,M,0,0,MSR-VTT-videoTestVideo_video8456-shot1_1,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img64.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img70.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img74.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img81.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img86.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img93.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img98.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img102.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img105.jpg,Images/MSR-VTT-videoTestVideo_video8456-shot1_1/img111.jpg,656,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,0.524444444,-0.172222222,1,0,0,image_9,0,23,23,25,1,678,"There are two men with beanies on the right of the image, one is wearing glasses with his nose not visible and the other is looking down with white text on his face.",H,0,8,MSR-VTT-videoTestVideo_video9235-shot2_0,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img4.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img22.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img25.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img26.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img39.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img45.jpg,Images/MSR-VTT-videoTestVideo_video9235-shot2_0/img52.jpg,260,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,-0.004444444,0.14,1,0,0,image_2,0,24,24,4,1,710,The woman in blue walking down the aisle is roughly even with a black object on the ground on the right side of the aisle.  Both of her feet are completely on the ground. ,H,0,8,video-storytelling-videowedding_Bp8t824h5NE-shot45_3,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img600.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img631.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img646.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img659.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img670.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img689.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img714.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img737.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img765.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot45_3/img785.jpg,1610,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,0.205555556,-0.134444444,1,0,0,image_8,0,25,25,33,1,1571,A baby playing with a cell phone in a room.,M,0,5,video-storytelling-videochristmas_5RR_sRzKODA-shot30_7,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img394.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img401.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img405.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img406.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img408.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img411.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img416.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img422.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img423.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot30_7/img425.jpg,630,3,0,2022-06-15_04h10.23.786,annotation,2021.2.3,Win32,60.0024001
