mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,0.239583333,-0.169270833,1,0,0,image_8,0,10,10,2,1,549,The preacher's left hand is facing away from him palm out and up as his mouth is open.  The image is slightly blurry,H,1,6,video-storytelling-videowedding_Bp8t824h5NE-shot69_4,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1753.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1841.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1864.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1870.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1873.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1878.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1886.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1895.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img1907.jpg,Images/video-storytelling-videowedding_Bp8t824h5NE-shot69_4/img2131.jpg,101,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.286458333,-0.16796875,1,0,0,image_6,0,11,11,18,1,1044,A picture of clothes and wires on a wire fence.,M,0,7,MSR-VTT-videoTestVideo_video7047-shot1_0,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img1.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img27.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img32.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img39.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img82.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img112.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img113.jpg,Images/MSR-VTT-videoTestVideo_video7047-shot1_0/img123.jpg,1570,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.46875,0.13671875,1,0,0,image_0,0,12,12,26,1,1584,A child is playing with a toy dog on a table.,M,0,3,video-storytelling-videobirthday__amwPjAcoC8-shot34_1,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img41.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img47.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img51.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img56.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img65.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img70.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img72.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img80.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img82.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot34_1/img87.jpg,386,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.243489583,-0.171875,1,0,0,image_6,0,13,13,47,1,289,"The fingers of both hands are touching the red car in the middle, the car is visible you can see the eyes on it. ",H,0,6,MSR-VTT-videoTestVideo_video9161-shot1_0,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img30.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img83.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img87.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img90.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img95.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img105.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img111.jpg,Images/MSR-VTT-videoTestVideo_video9161-shot1_0/img114.jpg,1384,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.217447917,-0.130208333,1,0,0,image_8,0,14,14,21,1,1415,A close up of a kitchen utensil with a carrot on top of it.,M,0,2,MSR-VTT-videoTestVideo_video9267-shot3_0,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img13.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img14.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img19.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img23.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img24.jpg,Images/MSR-VTT-videoTestVideo_video9267-shot3_0/img26.jpg,880,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.28125,-0.20703125,1,0,0,image_8,0,15,15,6,1,1483,A group of people standing in a room.,M,0,7,MSR-VTT-videoTestVideo_video7109-shot1_0,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img1.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img4.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img9.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img13.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img24.jpg,Images/MSR-VTT-videoTestVideo_video7109-shot1_0/img26.jpg,1705,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.291666667,-0.188802083,1,0,0,image_6,0,16,16,30,1,714,No stoplights or crosswalk signals are seen. There is a object on the left side of the road with an arrow on top of it that is right alongside the car in front. ,H,0,4,video-storytelling-videobirthday_fwpYnUDbusw-shot29_0,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img0.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img1.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img3.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img4.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img5.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img6.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img10.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img11.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img14.jpg,Images/video-storytelling-videobirthday_fwpYnUDbusw-shot29_0/img17.jpg,646,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.5078125,0.126302083,1,0,0,image_0,0,17,17,14,1,559,The girl in the army jacket is looking at the camera with the food item in her mouth.,H,0,6,video-storytelling-videocamping_1OzbiB1TIWI-shot14_6,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img922.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img930.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img932.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img943.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img949.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img955.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img958.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img967.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img969.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_6/img973.jpg,1528,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.509114583,-0.114583333,1,0,0,image_9,0,18,18,3,1,329,"The metal rim on the front wheel is mostly visible, revealing its circular shape.",H,0,9,MSR-VTT-videoTestVideo_video9996-shot1_3,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img163.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img168.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img171.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img174.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img178.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img183.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img194.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img209.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img219.jpg,Images/MSR-VTT-videoTestVideo_video9996-shot1_3/img222.jpg,1753,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.462239583,-0.14453125,1,0,0,image_9,0,19,19,22,1,539,"The spoon is just right of center, and the convex side is facing to the right. ",H,1,2,YouCook-video0084-shot22_0,Images/YouCook-video0084-shot22_0/img0.jpg,Images/YouCook-video0084-shot22_0/img3.jpg,Images/YouCook-video0084-shot22_0/img5.jpg,Images/YouCook-video0084-shot22_0/img9.jpg,Images/YouCook-video0084-shot22_0/img18.jpg,Images/YouCook-video0084-shot22_0/img21.jpg,Images/YouCook-video0084-shot22_0/img24.jpg,Images/YouCook-video0084-shot22_0/img35.jpg,Images/YouCook-video0084-shot22_0/img38.jpg,Images/YouCook-video0084-shot22_0/img45.jpg,1853,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.53515625,-0.153645833,1,0,0,image_5,0,20,20,59,1,1,The only picture of a hawk.  It is looking to the left.  You see lots of branches and darker blue sky. ,H,,5,open-images-958_686caac9c5b322e7,Checks/check2/open-images-2603_1b5152f01f0093e7img3.jpg,Checks/check2/open-images-1836_069810916ce5d675img8.jpg,Checks/check2/open-images-974_0748fdedc4bf8b7bimg2.jpg,Checks/check2/open-images-617_01fb725fb1aa7b04img6.jpg,Checks/check2/open-images-507_047769e1f977cd97img2.jpg,Checks/check2/open-images-958_686caac9c5b322e7img5.jpg,Checks/check2/open-images-1278_21851d9bf5dc05c9img7.jpg,Checks/check2/open-images-2424_05f04546e01499f2img0.jpg,Checks/check2/open-images-1529_1442b11a10a6aeadimg3.jpg,Checks/check2/open-images-514_2c523ddedc2561d4img1.jpg,,,1,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.516927083,0.122395833,1,0,0,image_4,0,21,21,24,1,1812,A couple of kids playing with a Frisbee in the yard.,M,0,5,MSR-VTT-videoTestVideo_video7599-shot1_0,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img4.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img26.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img47.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img136.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img208.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img250.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img277.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img291.jpg,Images/MSR-VTT-videoTestVideo_video7599-shot1_0/img301.jpg,83,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.247395833,-0.151041667,1,0,0,image_8,0,22,22,45,1,880,A woman is seen with a slight closed smile and her eyes nearly closed ,H,0,8,video-storytelling-videocamping_dBXYM3dQTSo-shot10_0,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img0.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img2.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img17.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img100.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img120.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img245.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img250.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img254.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img262.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot10_0/img266.jpg,1007,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,-0.223958333,0.111979167,1,0,0,image_1,0,23,23,7,1,1421,A close up of a woman's hair with a cell phone.,M,0,3,MSR-VTT-videoTestVideo_video7456-shot1_0,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img8.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img39.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img56.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img67.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img81.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img84.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img92.jpg,Images/MSR-VTT-videoTestVideo_video7456-shot1_0/img96.jpg,790,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
,,,,,,,,,,,,,,,,,0.234375,0.098958333,1,0,0,image_3,0,24,24,49,1,1726,A woman sitting on a bench with a cell phone in her hand.,M,0,2,video-storytelling-videocamping_1OzbiB1TIWI-shot11_11,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img478.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img479.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img480.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img482.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img486.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img506.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img509.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img510.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img513.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot11_11/img519.jpg,1317,10,0,2022-06-15_10h46.21.965,annotation,2021.2.3,Win32,59.90534955
