,mturk,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,key_resp_5.keys,key_resp_5.rt,key_resp.keys,key_resp.rt,key_resp_6.keys,key_resp_6.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,N,caption,class_caption,model_guessed,target_idx,image_set,img1,img2,img3,img4,img5,img6,img7,img8,img9,img10,Q_id,block,is_check,date,expName,psychopyVersion,OS,frameRate,key_resp_7.keys,key_resp_7.rt,mouse.time
10,,,,,,,,,,,,,,,,,,-0.5,0.146527767,1.0,0.0,0.0,image_0,0.0,10.0,10.0,52.0,1.0,1589.0,A group of people standing next to each other.,M,0.0,7.0,video-storytelling-videocamping_1OzbiB1TIWI-shot14_2,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img519.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img525.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img531.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img537.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img560.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img567.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img584.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img642.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img668.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot14_2/img698.jpg,238.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
11,,,,,,,,,,,,,,,,,,0.472916709,0.113194439,1.0,0.0,0.0,image_4,0.0,11.0,11.0,57.0,1.0,1520.0,A dog standing in a room in front of a door.,M,0.0,4.0,MSR-VTT-videoTestVideo_video8052-shot1_1,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img140.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img150.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img161.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img171.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img178.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img187.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img200.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img205.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img218.jpg,Images/MSR-VTT-videoTestVideo_video8052-shot1_1/img243.jpg,608.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
12,,,,,,,,,,,,,,,,,,0.004166709,-0.097222222,1.0,0.0,0.0,image_7,0.0,12.0,12.0,49.0,1.0,1058.0,A girl is smiling while holding her cell phone.,M,0.0,6.0,video-storytelling-videocamping_dBXYM3dQTSo-shot74_0,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img0.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img3.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img5.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img6.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img7.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img8.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img9.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img10.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img12.jpg,Images/video-storytelling-videocamping_dBXYM3dQTSo-shot74_0/img15.jpg,1583.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
13,,,,,,,,,,,,,,,,,,0.219444487,-0.127777788,1.0,0.0,0.0,image_8,0.0,13.0,13.0,56.0,1.0,1539.0,A woman walking down the street carrying a pink purse.,M,0.0,6.0,MSR-VTT-videoTestVideo_video7522-shot4_0,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img16.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img18.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img21.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img25.jpg,Images/MSR-VTT-videoTestVideo_video7522-shot4_0/img33.jpg,2039.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
14,,,,,,,,,,,,,,,,,,-0.016666677,0.147916661,1.0,0.0,0.0,image_2,0.0,14.0,14.0,61.0,1.0,3.0,A grey elephant with golden leaves on it. ,H,,2.0,open-images-1745_0ed62fe71809b2f5,Checks/check4/open-images-2609_3f72daeb23764ecfimg6.jpg,Checks/check4/open-images-1928_60679e2899870e08img1.jpg,Checks/check4/open-images-1745_0ed62fe71809b2f5img2.jpg,Checks/check4/open-images-1811_9ae6351c7f7565edimg0.jpg,Checks/check4/open-images-1721_6f04da11945ea492img3.jpg,Checks/check4/open-images-1907_5f9be3e4ea5e22c7img2.jpg,Checks/check4/open-images-580_0ddffb9c25141999img1.jpg,Checks/check4/open-images-2924_0645dcbcf998fed9img3.jpg,Checks/check4/open-images-869_856ecbcb5faf76e3img8.jpg,Checks/check4/open-images-250_02039517e63a91fbimg1.jpg,,,1.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
15,,,,,,,,,,,,,,,,,,0.227777799,0.120138884,1.0,0.0,0.0,image_3,0.0,15.0,15.0,44.0,1.0,630.0,There is a boy in orange at the bottom left of the image.  You can see his right arm and most of his body clearly but his left arm is off the image.  The person with the blue backpack is not see at all. ,H,0.0,3.0,video-storytelling-videobirthday__amwPjAcoC8-shot63_2,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img58.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img60.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img62.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img64.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img72.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img76.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img80.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img83.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img87.jpg,Images/video-storytelling-videobirthday__amwPjAcoC8-shot63_2/img91.jpg,2075.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
16,,,,,,,,,,,,,,,,,,0.027777778,-0.115277767,1.0,0.0,0.0,image_7,0.0,16.0,16.0,50.0,1.0,1125.0,A group of people standing next to each other.,M,1.0,6.0,video-storytelling-videocamping_1OzbiB1TIWI-shot12_22,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1054.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1056.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1057.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1059.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1064.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1068.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1073.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1077.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1085.jpg,Images/video-storytelling-videocamping_1OzbiB1TIWI-shot12_22/img1092.jpg,792.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
17,,,,,,,,,,,,,,,,,,0.213194423,0.121527778,1.0,0.0,0.0,image_3,0.0,17.0,17.0,27.0,1.0,1268.0,A person holding a cardboard box on top of a floor.,M,1.0,2.0,MSR-VTT-videoTestVideo_video7198-shot1_0,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img2.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img11.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img13.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img24.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img34.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img43.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img47.jpg,Images/MSR-VTT-videoTestVideo_video7198-shot1_0/img52.jpg,400.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
18,,,,,,,,,,,,,,,,,,0.064583355,0.116666661,1.0,0.0,0.0,image_2,0.0,18.0,18.0,14.0,1.0,907.0,"In total, eight dark figures are seen at lower right, but they are blurry.",H,1.0,2.0,MSR-VTT-videoTestVideo_video7564-shot1_0,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img7.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img10.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img15.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img20.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img25.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img27.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img36.jpg,Images/MSR-VTT-videoTestVideo_video7564-shot1_0/img42.jpg,518.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
19,,,,,,,,,,,,,,,,,,0.010416667,-0.160416656,1.0,0.0,0.0,image_7,0.0,19.0,19.0,55.0,1.0,508.0,"The left hand is pressed against the object. The middle and ring finger are together, with some space between the middle and pointer and the ring and pinkie fingers.",H,0.0,7.0,video-storytelling-videochristmas_5RR_sRzKODA-shot20_8,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img357.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img365.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img375.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img404.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img421.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img435.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img453.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img456.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img458.jpg,Images/video-storytelling-videochristmas_5RR_sRzKODA-shot20_8/img460.jpg,264.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
20,,,,,,,,,,,,,,,,,,-0.057638857,0.169444429,1.0,0.0,0.0,image_2,0.0,20.0,20.0,0.0,1.0,1701.0,A woman petting a cat in a room.,M,0.0,4.0,MSR-VTT-videoTestVideo_video8965-shot1_0,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img5.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img31.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img80.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img242.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img250.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img287.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img318.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img402.jpg,Images/MSR-VTT-videoTestVideo_video8965-shot1_0/img473.jpg,795.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
21,,,,,,,,,,,,,,,,,,-0.481249995,-0.127083355,1.0,0.0,0.0,image_5,0.0,21.0,21.0,35.0,1.0,263.0,The ball in the air is positioned so you can't see any words or graphics on the ball.,H,0.0,5.0,MSR-VTT-videoTestVideo_video8588-shot1_2,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img204.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img217.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img221.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img225.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img230.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img235.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img242.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img248.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img252.jpg,Images/MSR-VTT-videoTestVideo_video8588-shot1_2/img267.jpg,154.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
22,,,,,,,,,,,,,,,,,,0.463194423,-0.125,1.0,0.0,0.0,image_9,0.0,22.0,22.0,37.0,1.0,616.0,Meat browning in the pan being stirred with a utensil,H,0.0,9.0,YouCook-video0050-shot1_0,Images/YouCook-video0050-shot1_0/img0.jpg,Images/YouCook-video0050-shot1_0/img599.jpg,Images/YouCook-video0050-shot1_0/img601.jpg,Images/YouCook-video0050-shot1_0/img603.jpg,Images/YouCook-video0050-shot1_0/img604.jpg,Images/YouCook-video0050-shot1_0/img605.jpg,Images/YouCook-video0050-shot1_0/img607.jpg,Images/YouCook-video0050-shot1_0/img673.jpg,Images/YouCook-video0050-shot1_0/img774.jpg,Images/YouCook-video0050-shot1_0/img1906.jpg,259.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
23,,,,,,,,,,,,,,,,,,-0.449999995,0.152777778,1.0,0.0,0.0,image_0,0.0,23.0,23.0,6.0,1.0,1436.0,A man in a suit and tie standing in a room.,M,0.0,5.0,MSR-VTT-videoTestVideo_video9951-shot1_0,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img0.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img3.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img6.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img9.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img12.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img17.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img23.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img33.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img37.jpg,Images/MSR-VTT-videoTestVideo_video9951-shot1_0/img41.jpg,1171.0,1.0,0.0,2022-06-14_18h06.25.074,annotation,2021.2.3,Linux x86_64,90.14693951,,,
